name,tel,postal_code,address
早安財經文化有限公司,(02)23686840*107,10084,臺北市中正區羅斯福路二段150號13樓之8
光潽文創有限公司,(02)32345963*303,23586,新北市中和區中正路1180號3樓
合慶國際圖書有限公司,(02)28765070,11283,臺北市北投區天母西路105號3樓
多識界圖書文化有限公司,(02)22261515,23558,新北市中和區建一路7號7樓
佛陀四聖諦講堂,(07)3231262,80752,高雄市三民區中華二路223號5樓
育宙農業生技有限公司,(08)7701094,91246,屏東縣內埔鄉黎明村黎明路351號
赤粒藝術經紀策展有限公司,(02)87725887,10685,臺北市大安區大安路1段116巷15號
育達文化事業股份有限公司,(04)23160117,40756,臺中市西屯區何厝東二街81號
東吳大學,(02)28819471,11102,臺北市士林區臨溪路70號
奇果創新國際股份有限公司,(04)22257020,40043,臺中市中區綠川東街20號4樓之1
松根出版社,(02)32341179,23545,新北市中和區員山路504號5樓之9
奇盟子文化,(02)22346879,23158,新北市新店區安祥路109巷1弄40號
佳臺書店,(04)22139301,40758,臺中市西屯區大墩18街97號7樓
星火文化有限公司,(02)23319058,10046,臺北市中正區衡陽路7號8樓
活石文化事業有限公司,(02)23452753,10695,臺北市大安區光復南路505號11樓之4
美國世界日報臺北辦事處,(02)86925588*2229,22161,新北市汐止區大同路1段369號
南與北文化出版社,(02)27495303,70160,臺南市東區東寧路170巷13號1樓
信福出版社,910150151,10664,臺北市大安區復興南路2段12巷1號3樓
紅樹林出版,(02)25007008*2550,10483,臺北市中山區民生東路2段141號7樓
真行文化事業有限公司,(04)22659989,40255,臺中市南區南和路177號19樓之3
財團法人聖嚴教育基金會,(02)23979300,10056,臺北市中正區仁愛路二段56號
統一出版社有限公司,(02)82215077,23558,新北市中和區中山路二段409號5樓
野火文化有限公司,(02)26925016,22180,新北市汐止區康寧街169巷25號6樓
偉文出版社,(03)5258000,30041,新竹市東門街46號
基本書坊,(02)23684670,10084,臺北市中正區南昌路2段112號6樓
淡江大學外國語文學院,(02)26215656*2558,25137,新北市淡水區英專路151號
集文書局有限公司,(02)23085821,10883,臺北市萬華區環河南路2段125巷7弄16號
游擊文化股份有限公司,(02)86614183,10684,臺北市大安區復興南路2段332號B1
聖經資源中心,(02)82281318,23553,新北市中和區連城路236號3樓
臺北市玄微陽宅推廣協會,(02)22349129,11665,臺北市文山區秀明路一段79巷5弄9號1樓
臺虹文化企業有限公司,(02)27907133,11466,臺北市內湖區民權東路6段123巷20弄2號1樓
臺灣埔里獅子山正覺精舍,(049)2931907,54558,南投縣埔里鎮史港里獅子路1-6號
臺灣噶千佛學會,(02)86671620,23150,新北市新店區中央六街10號14樓
養正堂文化事業股份有限公司,(02)28615253,23578,新北市中和區景平路111巷61弄9號5樓
歐亞書局有限公司,(02)89121188,23145,新北市新店區寶橋路235巷118號5樓
龍馬文化有限公司,(05)6622419,63363,雲林縣土庫鎮大荖里31號
學獅教育有限公司,(06)3505565,70451,臺南市北區文成三路688號4樓
顏色貞觀文化事業有限公司,(03)5453229,30055,新竹市北區武陵路175巷11號19樓之4
檸檬樹國際書版有限公司,(02)29271121,23574,新北市中和區中安街80號3樓
藝軒圖書出版社,(02)29182288,23144,新北市新店區寶高路7巷3號2樓
?方藝廊股份有限公司,(02)85012138,10462,臺北市中山區北安路770巷28號
八正文化有限公司,(02)23361495,10861,臺北市萬華區萬大路27號2樓
人乘佛教書籍出版社,(06)2985786,70843,臺南市安平區平豐路391巷22弄28號
大千出版社,(02)22231391,23556,新北市中和區板南路498號7樓之2
大大創意,(02)23114194,10046,臺北市中正區懷寧街78號5樓之2
久石文化事業有限公司,(02)25372498,10451,臺北市中山區南京東路一段25號10樓之4
大笑文化有限公司,(03)3661292,33461,桃園市八德區廣隆街124巷24號
大億出版有限公司,(02)26878994,22071,新北市板橋區溪崑2街13號4樓
文心文化事業股份有限公司,(049)2933482,54048,南投縣南投市文昌街54巷12號
心弦股份有限公司,(02)26962869,22102,新北市汐止區新台五路1段112號10樓A棟
元氣齋出版社有限公司,(02)88091106,25170,新北市淡水區中正東路2段27號28樓
中華奧林匹克委員會,(02)27521440,10489,臺北市中山區朱崙街20號
世界書局股份有限公司,(02)23113834,10045,臺北市中正區重慶南路一段99號6樓
正修科技大學,(07)7358800*6306,83347,高雄市鳥松區澄清路840號
米迦勒傳播事業股份有限公司,(02)80243911,23544,新北市中和區中正路911號7樓
行路,(02)22181417,23141,新北市新店區民權路108之4號8樓
利吉印刷有限公司,(08)7232993,90049,屏東縣屏東市民福路78號
宏冠出版社,(07)5315351,80417,高雄市鼓山區鼓山二路33號
貝塔出版有限公司,(02)23142525,10047,臺北市中正區館前路12號11樓
和一文化出版有限公司,(03)4222355,32070,桃園市中壢區環北路398號8樓之8
亞太政治哲學文化出版有限公司,(02)27177907,105,臺北市松山區南京東路5段48號7樓
芬妮英語教室文化出版社,(05)5362119,64049,雲林縣斗六市明德北路2段69號
松祿文化事業股份有限公司,(02)23326000,10077,臺北市中正區重慶南路三段48號1樓
美日文本文化館,(02)89524078,22066,新北市板橋區板新路206號3樓
飛天出版社,(02)22227270,23557,新北市中和區中山路二段530號6樓之1
南瓜國際有限公司,(02)27953656,11070,臺北市信義區東興路45號8樓
活字出版,(02)22181417,23141,新北市新店區民權路108-4號8樓
胖胖熊國際事業有限公司,(07)5555938,80468,高雄市鼓山區明倫路506號
南華大學,(05)2721001*1880,62248,嘉義縣大林鎮中坑里32號
美樂出版社,(02)23116302,10862,臺北市萬華區中華路二段81巷8號4樓
桂冠圖書股份有限公司,(037)832001,35241,苗栗縣三灣鄉中山路2號
原笙國際有限公司,(03)3364673,33059,桃園市桃園區中山路539號7樓
悅翔數位印刷有限公司,(04)22637117,40255,臺中市南區忠明南路1183號
馬跡庫比有限公司,(02)27338118,10663,臺北市大安區復興南路二段268號5樓
益群書店股份有限公司,(02)25533123,10359,臺北市大同區重慶北路二段229號之9
桃園縣亞太數位學習學會,(03)4227151*35404,32001,桃園市中壢區中大路300號
財團法人董氏基金會<>雜誌,(02)27766133,10595,臺北市松山區復興北路57號12樓之3
財團法人臺北市基督教救世傳播協會彭蒙惠英語出版社,(02)25338082,10462,臺北市中山區大直街62巷10號
康乃爾英語股份有限公司,(04)35005800,40249,臺中市南區南門路35號
健行科技大學,(03)4581196,32097,桃園市中壢區健行路229號
捷你爾有限公司,(05)2811000,60095,嘉義市福全里四維路81號
停雲出版社,(02)23318262,10050,臺北市中正區重慶南路1段99號11樓之6
寂寞出版社股份有限公司,(02)25703939,10553,臺北市松山區南京東路四段50號6樓之1
越文書局有限公司,(02)29262805,23448,新北市永和區中正路660號5樓
腓利門實業股份有限公司,(04)22436960*1252,40673,臺中市北屯區松竹路2段180號
智庫雲端有限公司,(02)25073316,10455,臺北市中山區長安東路二段67號3樓
智翔文化有限公司,(04)22594218,40874,臺中市西屯區大業路557號3樓
証業出版股份有限公司,(02)23416892,10054,臺北市中正區濟南路二段13號6樓
無境文化事業股份有限公司,920802772,80284,高雄市苓雅區中正一路120號7樓之1
華魁科技顧問有限公司,(02)87718299,10556,臺北市松山區敦化南路1段80巷19號5樓
新芽音樂文化事業有限公司,(02)28277123,11147,臺北市士林區忠誠路二段50巷13號1樓
新裕豐文化事業有限公司,(07)2352468,80053,高雄市新興區南華橫一路17-1號
慈濟人文志業中心 中文期刊部,(02)28989000*2054,11259,臺北市北投區立德路2號12樓
經濟日報,(02)86925588*2745,10654,新北市汐止區大同路一段369號4樓
聖環圖書股份有限公司,(02)29566460,22063,新北市板橋區四川路1段31號8樓之1
遠見雜誌,(02)25173688*460,10455,臺北市中山區松江路93巷1號2樓
榮益印刷事業有限公司,(02)82281940,23553,新北市中和區連城路236號3樓
嘉章出版社,(02)25910784,10472,臺北市松江路402巷8弄11號3樓
臺灣中華書局股份有限公司,(02)87978669,11494,臺北市內湖區舊宗路二段181巷8號5樓
樂知事業有限公司,(02)25067967,10455,臺北市中山區長安東路2段67號9樓之1
蔚藍文化出版股份有限公司,(02)77107864,10667,臺北市大安區復興南路2段237號13樓
醒吾科技大學,(02)26015310,24452,新北市林口區粉寮路1段101號
禪天下出版有限公司,(02)25583836,10351,臺北市大同區承德路1段17號8樓之5
聯合報新聞部,(02)86925588*3145,22161,新北市汐止區大同路1段369號
鴻林圖書有限公司,(04)26520948,43302,臺中市沙鹿區臺灣大道6段1018號
大立文創企業股份有限公司,(02)27083855,10681,臺北市大安區信義路4段184號9樓
女書文化事業有限公司,(02)23638244,10660,臺北市大安區新生南路三段56巷7號2樓
大肅文化,(02)23114194,10046,臺北市中正區懷寧街78號9樓
上旗文化事業股份有限公司,(02)27775565*16,10689,臺北市大安區仁愛路四段125號9樓
大鴻藝術股份有限公司合作社出版,(02)25590510,10349,臺北市大同區鄭州路87號11樓之2
方寸文創事業有限公司,(02)27751983,10690,臺北市大安區忠孝東路4段221號10樓之106
元神館出版社有限公司,(02)88091106,25170,新北市淡水區中正東路2段27號28樓
中華系統性創新學會,(03)5723200*14,30071,新竹市光復路二段352號6樓
中華財政學會,(02)23958755,10053,臺北市中正區忠孝東路二段100號305室
日毅企業有限公司,(02)23316788,10045,臺北市中正區博愛路91號
月臨畫廊,(04)23711219,40458,臺中市英才路589巷6號1樓
木蘭文化事業有限公司,(02)25431636,10456,臺北市中山區長安東路2段52號10樓之3
正大出版社有限公司,(02)25976950,10460,臺北市中山區雙城街28巷23-1號
正大光明毛筆有限公司,(04)23384467,40452,臺中市北區榮華街20巷5號
古今藝文出版社,(04)7255183,50041,彰化縣彰化市曉陽路300巷16之3號
立京實業有限公司,(02)87512677,11474,臺北市內湖區瑞光路295號4樓
主流出版有限公司,(03)9371001,10570,臺北市松山區南京東路五段123巷4弄24號2樓
以斯拉出版有限公司,(02)25023640,10482,臺北市中山區松江路473號6樓
世潮出版有限公司,(02)22183277,23150,新北市新店區民生路19號5F
田點工作室,916258783,11676,臺北市文山區溪洲街23巷8號4樓
有樂出版事業有限公司,(02)25775860,11492,臺北市內湖區瑞光路583巷30號7樓
希代多媒體書版股份有限公司,(02)27992788*126,11493,臺北市內湖區洲子街88號3樓
育林出版社,(02)28820921,11143,臺北市士林區大西路18號
李茲文化有限公司,(02)86672245,23142,新北市新店區建國路257號8樓之5
志慧科技,(02)27196844,10553,臺北市松山區南京東路4段133巷7弄30號4樓
采泥國際文化事業有限公司,(02)22219969,23585,新北市中和區建康路160號11樓
亞洲大學通識教育中心,(04)23323456*6171,41354,臺中市霧峰區柳豐路500號
法界佛教總會中文出版部,(02)27863022,11575,臺北市南港區忠孝東路六段85號11樓
河畔出版社,(07)3847890,80781,高雄市三民區建興路123巷12弄2號
來勝文化事業有限公司,(02)23707890,10047,臺北市中正區館前路12號10樓
依揚想亮人文事業有限公司,988537523,24444,新北市林口區後湖55號3樓
果實文化有限公司,(02)26594952,11493,臺北市內湖區洲子路181號2樓
青橄欖出版社,(02)32341063,23553,新北市中和區連城路236號3樓
奇蹟課程有限公司,(04)22451255,40673,臺中市北屯區松強里九甲巷16-3號
美好生活制作所,(02)26642511,22244,新北市深坑區北深路3段141巷24號4樓
故事家文化工作室,(04)23193526,40350,臺中市西區公益路124巷7號1樓
食為天文創有限公司,(02)23774155,10679,臺北市大安區安和路2段213號4樓
紅桌文化,(02)25324986,10464,臺北市中山區大直街117號5樓
香港商雅凱電腦語音有限公司臺灣分公司,(02)27135355,10580,臺北市松山區南京東路四段143號10樓
香港創古法源文化有限公司,(02)86650198,23147,新北市新店區北新路1段293號16樓之7
風雲論壇有限公司,(02)86934096,22151,新北市汐止區福德二路359巷7號5樓
活道出版社,(06)2136287,70047,臺南市大同路一段250巷14號1樓
南臺科技大學,(06)2533131*2120,71005,臺南市永康區南台街1號
茂榮書局,(02)23456112,11051,臺北市信義區基隆路一段366-1號1樓
洪範書店有限公司,(02)23657577,10082,臺北市中正區廈門街113巷17-1號2樓
耶魯國際文化事業有限公司,(02)22546565,22046,新北市板橋區忠孝路201巷10號
桂氏文化事業有限公司,(02)28318095,11154,臺北市士林區士東路306號10樓
真平企業有限公司,(06)2585148*61,70949,臺南市府安路7段10巷13號
祐安大?,930187888,25173,新北市淡水區民權路173巷15號
原富傳媒股份有限公司,(02)25113511,10457,臺北市中山區南京東路二段6號6樓
財團法人大學入學考試中心基金會,(02)23661416,10673,臺北市大安區舟山路237號
財團法人中華民國兒童福利聯盟文教基金會,(02)25505959,10351,臺北市大同區長安西路43號6樓
財團法人中衛發展中心,(02)27513468*8544,10050,臺北市中正區杭州南路一段15-1號3樓
財團法人佛陀教育基金會,(02)23951198,100,臺北市杭州南路一段55號11樓
財團法人奇美博物館基金會,(06)2660808,71755,臺南市仁德區文華路2段66號
財團法人國家實驗研究院實驗動物中心,(02)27895877,11529,臺北市南港郵政1-86號信箱
財團法人資誠教育基金會,(02)27296666,11012,臺北市信義區基隆路一段333號27樓
財團法人臺北市關渡宮,(02)28581281,11260,臺北市北投區知行路360號
情書出版社,(02)27297991,11074,臺北市信義區光復南路521號13樓之1
國家華語測驗推動工作委員會,(02)77345638,24449,新北市林口區仁愛路1段2號
雪域出版社,(02)27360366,11054,臺北市信義區基隆路二段189號十樓之4
曾仕強文化事業有限公司,(02)23611379,10045,臺北市中正區重慶南路一段57號8樓-14
智言館文化有限公司,(02)22182708,10361,新北市新店區中央五街42號
普音文化事業股份有限公司,(02)83691520,10695,臺北市大安區光復南路390號3樓
菜根香出版社,(07)3552582,81164,高雄市楠梓區清豐三路160巷46號
童話國際有限公司,(07)3962141,80761,高雄市三民區民族一路88-1號25樓之3
雄獅圖書股份有限公司,(02)27726311,10627,臺北市大安區忠孝東路四段216巷33弄16號
費邊社文創有限公司,983103851,10552,臺北市松山區八德路2段437巷7弄2號
新發廣告設計企業社,(08)7375011,90054,屏東縣屏東市太平里新發巷2號
傳愛家族傳播文化事業有限公司,(02)24579231,20546,基隆市暖暖區東碇路726號1樓
慈濟傳播人文志業基金會,(02)28989000*2076,11259,臺北市北投區立德路2號12樓
慈濟學校財團法人慈濟大學,(03)8565301,97004,花蓮縣花蓮市中央路三段701號
遠見天下文化出版股份有限公司<>全球繁體中文版,(02)25173688*609,10455,臺北市中山區松江路93巷1號1樓
銘傳大學法律學院,(02)28824564,11143,臺北市士林區中山北路五段250號
寧瑪巴喇榮三乘法林佛學會,(02)23676728,10078,臺北市中正區汀州路二段115號5樓
臺灣國際研究學會,(02)23131143,10045,臺北市中正區衡陽路51號12樓之4
摩登出版社有限公司,(02)27296358,11051,臺北市信義區基隆路1段432號2樓
寫憶文化創意有限公司,(02)29307935,11674,臺北市文山區羅斯福路六段306號4樓
廣懋圖書股份有限公司,(04)22472830,40652,臺中市北屯區熱河路三段121號
龍時代,(02)27043265,10682,臺北市大安區信義路四段98號12樓之2
學齡國際有限公司,(02)29852077,10461,臺北市中山區中山北路3段29號7樓之4
謳馨事業股份有限公司,(02)23567146,10641,臺北市松山區信義路二段72號2樓
爆米花創意音樂工作室,(02)26327562,10647,臺北市大安區師大路129號6樓之1
藝峰書法學苑,972388448,61547,嘉義縣六腳鄉魚寮村121號之2
SPR學術論壇,(02)55760996,10499,臺北市中山區長安郵局第46-33號
一人出版社,(02)25372497,10450,臺北市中山區南京東路一段25號10樓之4
一串小米族語獨立出版工作室,976547685,98249,花蓮縣卓溪鄉中興28號
人本自然文化事業有限公司,(02)22182708,23150,新北市新店區中央五街42號
力翰文教管理顧問股份有限公司,(03)4639343,32073,桃園市中壢區遠東路81巷3號
三一二八生活美學文化創意有限公司,(02)27613128,10569,臺北市松山區南京東路5段272號4樓
上大聯合股份有限公司,(02)22222130,23512,新北市中和區立德街160號7樓
大古出版社,(04)23215438,40861,臺中市南屯區大墩12街160號
上林文化事業有限公司,(02)23628269,10647,臺北市大安區辛亥路一段72號1樓
上揚國際開發股份有限公司,(02)22191604,23147,新北市新店區新店路260-2號17樓
上鋐書庫有限公司,(07)2255555,80047,高雄市新興區尚義街124號
今日軒文化事業有限公司,(04)22077408,40458,臺中市北區中清路一段89號10樓之8
少年兒童出版社,(02)23311675,10045,臺北市中正區重慶南路1段121號8樓14
中國土木水利工程學會,(02)23926325,10055,臺北市中正區仁愛路二段1號4樓
元華文創股份有限公司,(02)23511607,10075,臺北市中正區重慶南路2段51號4樓
中華古籍出版社,(02)28620707,11149,臺北市士林區永公路500巷48號
手藝家書局,(02)29596157,22044,新北市板橋區長江路3段123號4樓
禾流文創有限公司,(02)26535343,11574,臺北市南港區經貿二路255巷47號
生智文化事業有限公司,(02)86626826,22205,新北市深坑區北深路三段258號8樓
世新大學,(02)22368225,11642,臺北市文山區木柵路1段17巷1號
台灣宗教與社會協會,(02)28588198,11257,臺北市北投區中央北路4段515巷48號2樓
向上出版事業有限公司,(02)87890169,11061,臺北市信義區忠孝東路五段412號17樓之3
光田出版社,(06)2618559,70268,臺南市安平工業區新信路32號
亦安工作室,(02)27527002,10685,臺北市大安區仁愛路4段29-1號
西伊歐技術諮詢顧問股份有限公司,(06)2207665,70444,臺南市北區西門路3段159號12樓之3
百利出版社,(02)23884432,10047,臺北市中正區南陽街14號
安卓藝術股份有限公司,(02)23656008,10645,臺北市大安區和平東路一段180號7樓
有故事股份有限公司,(02)27652000,11070,臺北市信義區基隆路178號3樓
全威圖書有限公司,(02)22900319*303,24889,新北市新北產業園區五工三路116巷3號
老乾坤文化出版社,(03)3469049,33045,桃園市同德六街89號6樓之3
朵雲文化出版有限公司,(02)29484070,23575,新北市中和區景新街496巷39弄16之2號
宏全資訊股份有限公司,(02)29716507,24162,新北市三重區忠孝路2段32巷25號12樓
亨利出版社,(02)22331782,23450,新北市永和區永安街33巷4號
明山書局,(05)2384768,60086,嘉義市西區世賢路一段628號
東山講堂,(02)27083272,10687,臺北市大安區仁愛路四段50-21號4樓
明宗書法藝術館,(07)6991065,82947,高雄市湖內區保生路103號
亞洲大學,(04)23323456,41354,臺中市霧峰區柳豐路500號
侑泰行國際有限公司,(02)27239968,11049,臺北市信義區莊敬路289巷29號
武陵出版社,(02)27359985,11053,臺北市信義區基隆路二段125號7樓之2
法源出版文化事業社,(04)24813802,41245,臺中市大里區大明路223巷40號
法源資訊股份有限公司,(02)25093536,10489,臺北市中山區南京東路2段150號6樓
法意資產管理股份有限公司,(02)25670890,10541,臺北市松山區民族東路733之1號
社團法人中華民國企業永續發展協會,(02)27058859,10656,臺北市大安區復興南路一段390號13樓
社團法人臺灣自殺防治學會,(02)23817995*201,10044,臺北市中正區博愛路63號6樓
幸福空間有限公司,(02)27161191,10543,臺北市松山區民權東路三段106巷21弄10號
阿爾發國際文化事業有限公司,(02)23123379,23442,新北市永和區竹林路91巷60弄27號5樓
明德出版社,(02)22429453,23558,新北市中和區橋和路122號6樓之2
奇霖管理顧問有限公司,(06)2958965,70846,臺南市安平區文平路187巷111號
和鴻益電影製作有限公司,(02)23025277,10851,臺北市萬華區和平西路3段34巷1號
建弘出版社有限公司,(02)23616850,10045,臺北市中正區重慶南路一段41號1樓
城邦原創POPO出版,(02)25095506,10483,臺北市中山區民生東路2段141號6樓
首席文化出版社,(02)23880103,10047,臺北市中正區開封街一段12號1樓
恆萃工坊,(02)27557093,10681,臺北市大安區安和路1段99號13樓之2
昶景文化事業有限公司,(07)7926763,83093,高雄市鳳山區保生路298號3樓
俊傑書局股份有限公司,(02)21621217,10671,臺北市大安區辛亥路三段5號
致鼎國際有限公司,(02)27171919,11074,臺北市信義區光復南路495號9樓之2
姿霓文化有限公司,(02)82419139,23554,新北市中和區中山路二段131巷13弄13號1樓
高元進階智庫有限公司,(06)2225399,70043,臺南市中西區民族路2段67號3樓
索卡當代藝術有限公司,(02)25700390,10462,臺北市中山區堤頂大道2段350號
海穹文化有限公司,921672903,10677,臺北市大安區基隆路2段136號6樓之1
唐威廉文化事業股份有限公司,(02)23951680,10092,臺北市中正區愛國東路34號2樓
桑格文化有限公司,(02)27755907,10552,臺北市松山區復興北路15號14樓之4(1417室)
凌雲工作室,955319403,35799,苗栗縣通霄郵局68號信箱
財團法人罕見疾病基金會,(02)25210717,10448,臺北市中山區中山北路二段52號10樓
財團法人宜蘭社區大學教育基金會,(03)9311749,26051,宜蘭縣宜蘭市復興路二段77號
財團法人保險事業發展中心,(02)23972227,10066,臺北市中正區南海路3號6樓
財團法人國際合作發展基金會,(02)28732323,11157,臺北市士林區天母西路62巷9號13樓
財團法人新人類文明文教基金會,(02)89119151,23147,新北市新店區北新路1段339號2樓
財團法人臺灣永續能源研究基金會,(02)27682655,10560,臺北市松山區光復北路11巷35號5樓
財團法人臺灣兒童暨家庭扶助基金會,(04)22061234,40341,臺中市西區民權路234號12樓
淨土宗出版社,(02)27580689,11059,臺北市信義區信義路五段150巷22弄41號
唯心聖教學院,(049)2240306,54059,南投縣南投市漳和里文化路705巷667號
國立臺南第一高級中學,(06)2371206*600,70145,臺南市民族路一段1號
淡江大學,(02)86318661,25137,新北市淡水區英專路151號
淡江大學歷史學系,(02)26215656*2328,25137,新北市淡水區英專路151號
陳偉文化事業股份有限公司,(02)25554977,10351,臺北市大同區承德路一段35號5樓之2
專業全民英檢出版股份有限公司,(04)24701000,40846,臺中市南屯區永春東三路41號
甯文創事業有限公司,(02)27041111*203,10665,臺北市大安區復興南路二段45號2樓
斐亞文化藝術股份有限公司,(02)27711270,10688,臺北市大安區敦化南路一段225號3樓之1
凱信企業集團凱信出版事業有限公司,(02)27736571,10692,臺北市大安區忠孝東路4段218-7號7樓
開朗雜誌事業有限公司,(06)2800301,70949,臺南市府安路七段19巷12號
雅筑國際股份有限公司,(02)22696161,23676,新北市土城區中央路4段74號1樓
逸群圖書有限公司,(04)8680715,52656,彰化縣二林鎮華崙里挖仔路2-3號
智寬文化事業有限公司,(02)82215077,23558,新北市中和區中山路二段409號5樓
智學堂文化事業有限公司,(02)86473662,22103,新北市汐止區大同路三段194號9樓之1
景薰樓藝術集團333畫廊,(04)23161833,40751,臺中市西屯區華美西街2段333號B1
腳丫文化出版事業有限公司,(02)25176688,24158,新北市三重區光復路1段61巷27號11樓
源中出版社,(04)23757859,40244,臺中市南區柳川東路一段86號14樓之1
圓晟出版社,(02)23660357,106,臺北市師大路102巷6號2樓
誠益國際有限公司,(02)24378720,20347,基隆市中山區中和路139-18號
愛普拉斯有限公司,981662566,23444,新北市永和區仁愛路282巷32號11樓
慈惠堂出版社,(049)2642964,55744,南投縣竹山鎮大明路150號
意識文化有限公司,(02)25788578,11065,臺北市信義區忠孝東路5段372巷27弄78之1號1樓
誌成文化有限公司,(02)29388698,11649,臺北市文山區興隆路四段165巷13號1樓
語言工場出版有限公司,(02)23659739,106,臺北市新生南路三段88號4樓之5
僧伽林文化事業出版社,(07)5549293,80458,高雄市鼓山區裕誠路1029號11樓
榜首英語,910580766,43445,臺中市龍井區中央路3段63號
豪記影視唱片有限公司,(06)2151000,70052,臺南市健康路一段18號2樓
管理資訊計算編輯委員會,936340150,11473,臺北市內湖區文德路171巷1弄3號3樓
銘傳大學,(02)28809725,11103,臺北市士林區中山北路五段250號
睿煜出版社,(08)7703957,91247,屏東縣內埔鄉興南村育文路68號
臺灣身體文化學會,(02)27350713,10662,臺北市大安區和平東路二段96巷15弄40號1樓
臺灣胸腔暨重症加護醫學會,(02)23144089,10048,臺北市中正區常德街1號臺大景福館
臺灣電路板協會,(03)3815659,33743,桃園市大園區高鐵北路2段147號
臺灣緊急醫療救護訓練協會,(03)4940379,32449,桃園市平鎮區廣泰路77號
臺灣繪本協會,(02)29459086,23159,新北市新店區永安街93之4號9樓
德之齋書院,(02)22163227,,新北市新店區禾豐六路88號
德明財經科技大學不動產與永續城鄉研究室,(02)25685801*2752,11451,臺北市內湖區環山路一段56號
標竿出版社,(04)24716227,40356,臺中市西區向上路一段402號12樓之7
靜宜大學,(04)26328001*17062,43301,臺中市沙鹿區臺灣大道7段200號
螞蟻創作工作室,(04)22382982,40650,臺中市北屯區青島路四段243號3樓
薄伽梵有限公司,(02)27272860*102,10675,臺北市大安區大安路二段100號B1
賽尚圖文事業有限公司,(02)27388115,10676,臺北市大安區臥龍街267之4號1樓
戴維克文化出版有限公司,(02)26484554,22185,新北市汐止區大同路2段269號21樓之4
藝文印書館股份有限公司,(02)23626012,10647,臺北市大安區羅斯福路三段253號4樓之3
霧峰向日葵家園,(04)23301064,41345,臺中市霧峰區民生路文化巷1號
麗格國際事業股份有限公司,(07)5217108,80451,高雄市鼓山區九如四路953號16樓之2
寶之藝文化事業有限公司,(02)27477749,11068,臺北市信義區永吉路302號5樓之3
櫻花村出版社,(06)2113280,70050,臺南市公園路824巷21號
靈活文化事業有限公司,(02)23086323,10851,臺北市萬華區和平西路三段382巷2弄19號1樓
